movie title,imdb id,cast,plot,director,rating,genres,poster,language cinema,votes,year,runtime,languages,trailer
X2: (2003),290334,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Anna Paquin', 'Rebecca Romijn', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Aaron Stanford', 'Shawn Ashmore', 'Kelly Hu', 'Katie Stuart', 'Kea Wong', 'Cotter Smith', 'Chiara Zanni', 'Jackie A. Greenbank', 'Michael Soltis', 'Michael David Simms', 'David Fabrizio', 'Roger Cross', 'Richard Bradshaw', 'Bryce Hodgson', 'Glen Curtis', 'Greg Rikaart', 'Shauna Kain', 'Ty Olsson', 'Alfonso Quijada', 'Rene Quijada', 'Brad Loree', 'Sheri G. Feldman', 'Connor Widdows', 'Daniel Cudmore', 'Peter Wingfield', 'Charles Siegel', 'Steve Bacic', 'Michael Reid MacKay', 'James Kirk', 'Jill Teed', 'Alf Humphreys', 'Michasha Armstrong', 'Robert Hayley', 'Mark Lukyn', 'Kendall Cross', 'Lori Stewart', 'Keely Purvis', 'Dylan Kussman', 'Jason Whitmer', 'Aaron Pearl', 'Aaron Douglas', 'Colin Lawrence', 'Richard C. Burton', 'Michael Joycelyn', 'Nolan Gerard Funk', 'Devin Douglas Drewitz', 'Jermaine Lopez', 'Sideah Alladice', 'Kurt Max Runte', 'Benjamin Glenday', 'Ted Friend', 'Mi-Jung Lee', 'Marrett Green', 'Jill Krop', 'Brian Peck', 'Layke Anderson', 'Mike Dopud', 'Emily Hirst', 'David Kaye', 'Rajesh Khattar', 'Blake Mawson', 'Darren McGuire', 'Mike Mitchell', 'Jade Ramsey', 'Nikita Ramsey', 'Newton Thomas Sigel', 'Bryan Singer', 'Valerie Tian', 'Shaina Tianne Unger']","When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",Bryan Singer,7.4,"['Action', 'Sci-Fi', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3.jpg,American,574716.0,2003.0,['134'],"['English', 'German', 'Italian', 'Spanish']",https://www.youtube.com/embed/luHcOYS1HxQ
Baadshah: (1999),211934,"['Shah Rukh Khan', 'Twinkle Khanna', 'Amrish Puri', 'Johny Lever', 'Prem Chopra', 'Shashikala Jawalkar', 'Deepak Tijori', 'Sharat Saxena', 'Pankaj Dheer', 'Rakhee Gulzar', 'Sachin Khedekar', 'Deepshikha Nagpal', 'Saurabh Shukla', 'Avtar Gill', 'Razak Khan', 'Viju Khote', 'Amrit Patel', 'Dinesh Hingoo', 'Dinyar Contractor', 'Kiran Javeri', 'Adi Irani', 'Neeraj Vora', 'Sudhir', 'Harpal Singh Pali', 'Sharad Sankla', 'Anil Nagrath', 'Nitin Roy', 'Yusuf Baba', 'Yogi', 'Robert', 'Praveen', 'Korin', 'Parvez', 'Mahavir Shah', 'Baby Karishma', 'Divya Dutta', 'Jaswir Kaur', 'Omkaar', 'Vijay Saxena', 'Shashi Sharma', 'Harpal Singh', 'Naushaad Abbas', 'Anant Mahadevan', 'Devendra Pandit', 'Sharad Sharma']",A small time detective is mistaken as a CBI agent and gets embroiled in a deadly mission to save the Chief Minister from an assassination attempt.,Abbas Alibhai Burmawalla,6.8,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYWUxNzBhNTEtNzNmYi00NjE1LWI4ZTMtYThmZTQ4MWZjZGYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg,Hindi,20107.0,1999.0,['175'],['Hindi'],https://www.youtube.com/embed/NLHFiW-B2Nk
Murdaa Ghar: (1999),2660606,"['Shakti Kapoor', 'Jyoti Rana', 'Anuradha Sawant']",,Kishan Shah,,['Horror'],https://m.media-amazon.com/images/M/MV5BY2I1OTA2ZTctYTdhOC00NmJiLWFhYjctNTI0ZDlhZmEwMTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,,1999.0,['80'],['Hindi'],https://www.youtube.com/embed/tQEKwBNNM3U
A Good Man in Africa: (1994),109920,"['Colin Friels', 'Sean Connery', 'John Lithgow', 'Diana Rigg', 'Louis Gossett Jr.', 'Joanne Whalley', 'Sarah-Jane Fenton', 'Maynard Eziashi', 'Jeremy Crutchley', 'Jackie Mofokeng', 'Daphne Greenwood', 'Themba Ndaba', 'David Phetoe', 'Dambuza Mdledle', 'Lillian Dube', 'Peter Thage', 'Patrick Mynhardt', 'George Lee', 'Aubrey Moalusi', 'Jerry Mofokeng', 'Kedibone Dlamini', 'Thapelo Mofokeng', 'Sophie Mgcina', 'Putso Dlamini', 'Trilby Beresford', 'Fiona Fraser', 'Fats Dibeco', 'Yule Simone', 'Peter Se-Puma', 'Oliver Tambo Jr.']","In a West African nation, the womanizing British 1st Secretary of the High Commissioner deals with different issues.",Bruce Beresford,5.0,['Comedy'],https://m.media-amazon.com/images/M/MV5BYTQ3YmE2ODItZjY2Yy00MTMxLTliOWQtNWVkMGM5YWY0YTYwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,American,2715.0,1994.0,['94'],['English'],https://www.youtube.com/embed/x3z47WainE0
Sex-Positive: (2024),16161330,"['Katherine Ellis', 'Aaron Long', 'Ashton Leigh', 'Belle Eclair', 'Christian Menace', 'Juliana Destefano', 'Jeez Loueez', 'Tierney Malloy', 'Anthony Del Negro', 'Ty Autry', 'Lydia Kolda', 'Gogo McGregor', 'Yamil Rodriguez', 'Brandon Pitts', 'Brady Box', 'Xena Zeit-Geist', 'Peter Woodward', 'Ben Matheny', 'Terese Aiello', 'Ryan Baughman', 'Lara Grice', 'Gerald Brodin', 'Zach Rogers', 'Tracy Camp', 'Spencer Sticker', 'Chris Ferro', 'Lorna Street Dopson', 'Mike Makar', 'Liat Krongrad', 'Jonas Chartock', 'Jackson', 'Adam Shaukat']","Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake.",Peter Woodward,7.2,['Comedy'],https://m.media-amazon.com/images/M/MV5BNWRiODc2NmQtZTZhNi00YTEwLWI0YzAtODFiM2ZkZWY4NTI3XkEyXkFqcGdeQXVyMjMwNDA4MzY@.jpg,American,6.0,2024.0,['85'],['English'],https://www.youtube.com/embed/506VbAA-kQg
Vidhi: (2023),29704964,"['Mahesh Achanta', 'Anandhi', 'Arjun', 'Arun', 'Bhasha', 'Manduguloju Prabhakara Chary', 'Dakshith', 'Hemanth', 'Aaryan Kontham', 'Mirchi Madhavi', 'Mahendra', 'Manikyam', 'Baby Meera', 'Rohit Nanda', 'Pawan', 'Preethi', 'Rajitha', 'Ramesh', 'Venkateshwar Rao', 'Snehitha Reddy', 'Gauri Shankar', 'Gowri Shankar', 'Meesam Suresh', 'Sai Roja Vallabh', 'Varma', 'Vasanth Vikas']","Surya, an innocent young man is burdened by financial struggles and injustice, discovers a mysterious pen with a secret. He must carefully navigate through the blurred lines between revenge and righteousness.",Srikanth Ranganathan,7.4,['Crime'],https://m.media-amazon.com/images/M/MV5BODQzM2ZlM2UtZGJlNS00MGEyLTgyNjEtN2VkNzM4MjdiZTE1XkEyXkFqcGdeQXVyMTU0ODI1NTA2.jpg,Telugu,3627.0,2023.0,['107'],['Telugu'],https://www.youtube.com/embed/6kd9XZRXmDU
The French Lieutenant's Woman: (1981),82416,"['Meryl Streep', 'Jeremy Irons', 'Hilton McRae', 'Emily Morgan', 'Charlotte Mitchell', 'Lynsey Baxter', 'Jean Faulds', 'Peter Vaughan', 'Colin Jeavons', 'Liz Smith', 'Patience Collier', 'John Barrett', 'Leo McKern', 'Arabella Weir', 'Ben Forster', 'Catherine Willmer', 'Anthony Langdon', 'Edward Duke', 'Richard Griffiths', 'Graham Fletcher-Cook', 'Richard Hope', 'Michael Elwyn', 'Toni Palmer', 'Cecily Hobbs', 'Doreen Mantle', 'David Warner', 'Alun Armstrong', 'Gérard Falconetti', 'Penelope Wilton', 'Joanna Joseph', 'Jude Alderson', 'Cora Kinnaird', 'Orlando Fraser', 'Fredrika Morton', 'Alice Maschler', 'Michael Dickins', 'Peter Fraser', 'Georgina Hale', 'Vicky Ireland', 'Janet Rawson', 'John Simpkin', 'Clare Travers-Deacon']",Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.,Karel Reisz,6.9,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BZTEwZjRjMGYtZTA5MS00NTVjLTkxMWQtNGMxYmFhMmE1NjUzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg,American,14986.0,1981.0,['124'],['English'],https://www.youtube.com/embed/Iq_Pmrwq6Ik
Twilight's Last Gleaming: (1977),76845,"['Burt Lancaster', 'Roscoe Lee Browne', 'Joseph Cotten', 'Melvyn Douglas', 'Charles Durning', 'Richard Jaeckel', 'William Marshall', ""Gerald S. O'Loughlin"", 'Richard Widmark', 'Paul Winfield', 'Burt Young', 'Charles Aidman', 'Leif Erickson', 'Charles McGraw', 'Morgan Paull', 'Simon Scott', 'William Smith', 'Bill Walker', 'David Baxt', 'Glenn Beck', 'Ed Bishop', 'Phil Brown', 'Gary Cockrell', 'Don Fellows', 'Weston Gavin', 'Garrick Hagon', 'Elizabeth Halliday', 'David Healy', 'Thomasine Heiner', 'William Hootkins', 'Ray Jewers', 'Ron Lee', 'Robert Sherman', 'John Ratzenberger', 'Robert MacLeod', 'Lionel Murton', ""Robert O'Neil"", 'Shane Rimmer', 'Pamela Roland', 'Mark Russel', 'Rich Steber', 'Drew W. Wesche', 'Kent O. Doering', 'Allan Dean Moore', 'M. Phil Senini', 'Rich Demarest', 'Gary Harper']","An imprisoned rogue USAF general with a secret personal agenda, escapes the brig and takes over an ICBM silo, threatening to start WW3.",Robert Aldrich,6.7,"['Drama', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMGE1ODg5NmUtOTNjZS00ODdjLWI2M2MtODlkNDY4MDk0OTk1XkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg,American,3709.0,1977.0,['146'],['English'],https://www.youtube.com/embed/dUbFJzF-1b0
Yenni Thuniga: (2022),11468232,"['Jai', 'Athulya Ravi', 'Vamsi Krishna', 'Vidya Pradeep', 'Sunil Reddy', 'Anjali Nair', 'Sam Suresh', 'Kimberly Ziler', 'Maurice Johnson', 'Bree Mignano', 'Talisha Lee', 'Jayce Venditti', 'Travis Delos Smith', 'Jessica DeBonville', 'Turhan Slayton', 'Sabrina Sapal', 'Kimberly Ransom', 'Emily Floerke', 'Wendell Miracle', 'Rishi Prakash']","After a heist job by Madhan and gang to rob precious cargo becomes a mess, he is under pressure to deliver the loot to his overlords. Things begin to get complicated when Kathir appears and finally reveals what really happened that day.",S.K. Vettri Selvan,6.0,['Action'],https://m.media-amazon.com/images/M/MV5BMmVjYzhkZDEtZDIzMS00MmJhLWE1NDktNWIwMjc2ZDhhNDgzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx.jpg,Tamil,813.0,2022.0,['144'],['Tamil'],https://www.youtube.com/embed/2qIYcUw9ymM
Mee Raqsam: (2020),12743636,"['Aditi Subedi', 'Danish Husain', 'Naseeruddin Shah', 'Shradha Kaul', 'Rakesh Chaturvedi Om', 'Juhaina Ahsan', 'Kaustubh Shukla', 'Shivangi Gautam', 'Aryan Iqbal', 'Rutu Raj Jadhav', 'Gaurav Prince', 'Priyanka Singh Chauhan', 'Uday Vir Singh Yadav']","It revolves around a young girl's aspiration to become a dancer, but coming from a small village like Mijwan, everyone questions her dreams and choices. It's only her father who trusts, supports and helps her in this journey of achieving her dream.",Baba Azmi,6.7,['Drama'],https://m.media-amazon.com/images/M/MV5BNjYyZDI5NGEtMTEwMy00NzdkLWEzNGEtMjZmYTg5NWZjOWNhXkEyXkFqcGdeQXVyMTA3NDQ4MDA3.jpg,Hindi,610.0,2020.0,['80'],['Hindi'],https://www.youtube.com/embed/qyISRTaRgoY
Ludo: (2020),7212754,"['Pankaj Tripathi', 'Sanya Malhotra', 'Abhishek Bachchan', 'Rajkummar Rao', 'Fatima Sana Shaikh', 'Aditya Roy Kapoor', 'Addison Holley', 'Ted Dykstra', 'Anurag Basu', 'Heather Bambrick', 'Paritosh Tripathi', 'Rohit Saraf', 'Inayat Verma', 'Asha Negi', 'Geetanjali Mishra', 'Alok Panwar', 'Hannah Levinson', 'Pearle Maaney', 'Amit Kumar', 'Shalini Vatsa', 'Jacob Ewaniuk', 'Milind Dhaimade', 'Bhanu Uday', 'Vicky Ahuja', 'Niya Kumar', 'Disha Sachdeva', 'Rahul Bagga', 'Ishtiyak Khan', 'Shiv Dev Singh', 'Preeti Singh', 'Vinesh Ninnurkar', 'Wasim Khan', 'Akash Mahamana', 'Mamta Verma', 'Deependra Singh', 'A.R. Rama', 'Phoebe McAuley', 'Sakshi Parihar', 'Apurva Singh', 'Aman Bhagat', 'Aarti Ashar', 'Sundeep Sharma', 'Raquib Arshad', 'Vivek Bahaduriya', 'Giriraj Kedia', 'Shamim Akhtar Mallick', 'Abhishek Mistry', 'Gurpreet Kkaur', 'Rahul Chelani', 'Narendra Pahade', 'Hani Yadav', 'Manish Kumar', 'Vishal Tiwari', 'Sakshi Parihaar', 'Varoon Varma', 'Krishnakali Ganguli', 'Ganesh Kumar', 'Lalit Parashar', 'Myra Rajpal', 'Sandhya Kute', 'Ashok Kumar Thakur', 'Sanjay Gaur', 'Krishan Rathee', 'Jugal Kishor Tayal', 'Preeti Sharma', 'Indu Sharma', 'Laxmi Rawat', 'Subhankar Biswas', 'Vineeth MV', 'Rahul Jadhav', 'Shailja Sharma', 'Nand Kishore Narang', 'Aditya Vardhan Badal', 'Charu Agarwal', 'Pradeep Dubey', 'Md. Washim Khan', 'Gautam Kumar Verma', 'Meena Beni Singh', 'Samimul Islam Shahed', 'Anshuman Kumar', 'Divya Singh Baghel', 'Sunil Tamang', 'Deepak R Chauchan', 'Raquib Ansari', 'Rohit Mahesh Gondane', 'Ganesh Prasad', 'Rajiv Mishra', 'Nirmal Chand Khanka', 'Krunal Sheth', 'Kamlesh Rajendra Patil', 'Saurabh Sharma']","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",Anurag Basu,7.6,"['Action', 'Comedy', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTQwOTVlMzctM2I3MS00YzllLWJiNTctYzdhMjkzMzhhY2RkXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,43279.0,2020.0,['150'],['Hindi'],https://www.youtube.com/embed/ZT9Gihrxa4Q
Prarambha: (2022),11396276,"['Kaddipudi Chandru', 'Omkar K', 'Jahnvika Kalakeri', 'Manoranjan Ravichandran', 'Shaambhawi Venkatesh']",An artist falls in love with a girl and get addicted to drinks and smoke after love failure,Manu Kalyadi,6.4,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BNGEyYjVkMmEtN2I3Yy00NmQ2LTg5NTUtYWM3Y2FkMmNhNTg2XkEyXkFqcGdeQXVyNjY0OTkzMjk@.jpg,Kannada,21.0,2022.0,,['Kannada'],https://www.youtube.com/embed/mNu4BRhB2aY
Thadam: (2019),7822438,"['Arun Vijay', 'Tanya Hope', 'Smruthi Venkat', 'Fefsi Vijayan', 'Yogi Babu', 'Sonia Agarwal', 'Vidya Pradeep', 'George Maryan', 'Meera Krishnan', 'Thanigai', 'Melvin Dennis', 'Suruli']",The murder of a youngster creates confusion among cops when they discover the suspect has a lookalike.,Magizh Thirumeni,8.1,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",https://m.media-amazon.com/images/M/MV5BY2NhM2E4NDMtM2IyNi00NDVkLTg1ZmEtNTY0OTZlNzFlODYzXkEyXkFqcGdeQXVyMTcyNDY1NDgw.jpg,Tamil,8755.0,2019.0,['138'],['Tamil'],https://www.youtube.com/embed/kWdqv8YiQjg
Malang: (2020),9877170,"['Aditya Roy Kapoor', 'Anil Kapoor', 'Disha Patani', 'Kunal Kemmu', 'Amruta Khanvilkar', 'Kamal Adib', 'Elli Avrram', 'Makrand Deshpande', 'Sanjeev Dhuri', 'Prasad Jawade', 'Kaizaad Kotwal', 'Mehak Manwani', 'Umair Patel', 'Umakant Patil', 'Shaad Randhawa', 'Sunil Rodrigues', 'Keith Sequeira', 'Vatsal Sheth', 'Chobber Sidhu', 'Deependra Singh', 'Manish Soni', 'Devika Vatsa', 'Harshit Shiv']","Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",Mohit Suri,6.5,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",https://m.media-amazon.com/images/M/MV5BMDJiMDQyYTItZTA0NC00NmVlLTg3NGItMjQwOWI2ZjY0MmE5XkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg,Hindi,12041.0,2020.0,['135'],['Hindi'],https://www.youtube.com/embed/sft5baUuzQs
Back to the Future Part II: (1989),96874,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Tom Wilson', 'Elisabeth Shue', 'James Tolkan', 'Jeffrey Weissman', 'Casey Siemaszko', 'Billy Zane', 'J.J. Cohen', 'Charles Fleischer', ""E'Casanova"", 'Jay Koch', 'Charles Gherardi', 'Ricky Dean Logan', 'Darlene Vogel', 'Jason Scott Lee', 'Elijah Wood', 'John Thornton', 'Theo Schwartz', 'Lindsey Whitney Barry', 'Judy Ovitz', 'Stephanie Williams', 'Marty Levy', 'Flea', 'Jim Ishida', 'Nikki Birdsong', 'Al White', 'Junior Fann', 'Shaun Hunter', ""George 'Buck' Flower"", 'Neil Ross', 'Tamara Carrera', 'Tracy Dali', 'Jennifer Brown', 'Irina Cashen', 'Angela Greenblatt', 'Cameron Moore', 'Justin Mosley Spink', 'Lisa Freeman', 'John Erwin', 'Harry Waters Jr.', 'David Harold Brown', 'Tommy Thomas', 'Lloyd L. Tolbert', ""Granville 'Danny' Young"", 'Wesley Mann', 'Joe Flaherty', 'Freddie', 'Crispin Glover', 'Todd Blood', 'Clint Eastwood', 'Sean Michael Fish', 'Tyra Reneé Fuller', 'Donald Fullilove', 'Bernie Grant', 'Eric Kay', 'Annette May', 'Marc McClure', 'Oliver Theess', 'Mary Ellen Trainor', 'Gian Maria Volontè']","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Robert Zemeckis,7.8,"['Adventure', 'Comedy', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,American,570730.0,1989.0,['108'],['English'],https://www.youtube.com/embed/MdENmefJRpw
The Vanishing: (1988),96163,"['Bernard-Pierre Donnadieu', 'Gene Bervoets', 'Johanna ter Steege', 'Gwen Eckhaus', 'Bernadette Le Saché', 'Tania Latarjet', 'Lucille Glenn', 'Roger Souza', 'Caroline Appéré', 'Pierre Forget', 'Didier Rousset', 'Raphaëline Goupilleau', 'Robert Lucibello', 'David Bayle', 'Doumee', 'Eric Jacquet', 'Aziz Djahnit', 'Linda Wise', 'Ian Magilton', 'Mieke De Groote', 'Jean Grandeau', 'Faustine Wuensche', 'Ghislaine Gazaix', 'M. Martinez', 'François Guizerix', 'Reinier Verhoef']","Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",George Sluizer,7.7,"['Mystery', 'Thriller']",https://m.media-amazon.com/images/M/MV5BNzczMWJlYTktMjJiZS00Y2ZjLTlhMWItMDg2NWFmZDY3YjdiXkEyXkFqcGdeQXVyNjUxMDQ0MTg@.jpg,American,43714.0,1988.0,['107'],"['Dutch', 'French', 'English']",https://www.youtube.com/embed/WaT9dYalyU0
Kather Basha Endra Muthuramalingam: (2023),24227018,"['Arya', 'Siddhi Idnani', 'Prabhu', 'Bhagyaraj', 'Indumathy Manikandan', 'Aadukalam Naren', 'Renuka', 'Avinash', 'Tamizh', 'Deepa Shankar', 'Aafiyah', 'Singampuli', 'Vijay Murugan', 'Viji Chandrashekhar', 'Tarun Gopi', 'Madhusudhana Rao']","In Ramanathapuram district, where Nana, the powerful gangster, tries to take control of the village. Kathar is not ready to listen to him and refuses to make peace with them. Will both survive the battle or not?",M. Muthaiah,4.5,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZTQzODg3ODctYWY3NC00NjkzLWIzN2YtNTE4NjE5ZTY1Yzc0XkEyXkFqcGdeQXVyMTIyNzY0NTMx.jpg,Tamil,3704.0,2023.0,['152'],['Tamil'],https://www.youtube.com/embed/ktH1_tNB1Y4
My Chauffeur: (1986),91579,"['Deborah Foreman', 'Sam J. Jones', 'Sean McClory', 'Howard Hesseman', 'E.G. Marshall', 'Penn Jillette', 'Teller', ""John O'Leary"", 'Julius Harris', 'Laurie Main', 'Stanley Brock', 'Jack Stryker', 'Vance Colvig Jr.', 'Ben Slack', 'Elaine Wilkes', 'Diana Bellamy', 'Leland Crooke', 'Robin Antin', 'Cindy Beal', 'Sue Jackson', 'Darian Mathias', 'Mark Holton', 'Carlton Miller', 'Stan Foster', 'Regina Hooks', 'John Benjamin Martin', 'Leslee Bremmer', 'Jeannine Bisignano', 'Sheila Lussier', 'Vickie Benson', 'Daria Martel', 'David Donham', 'Daniel Hirsch', 'Jim Holmes', 'Nick DeMauro', 'Carmen Filpi', 'Robert Q. Lewis', 'Robin Nolan', 'Kevin G. Tracey', 'Rick Garia', 'Jacqueline Jacobs', 'Jim Cushinery', 'Marty Ross', 'Valentine McCallum', 'Bobby J. Tews', 'Matthew Causey', 'Linnea Quigley']",A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.,David Beaird,5.5,['Comedy'],https://m.media-amazon.com/images/M/MV5BZjE4NmQzZWQtOWU4MS00NTlhLThmYjctYzlhMGM1YmZiMTNhL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,American,2133.0,1986.0,['97'],['English'],https://www.youtube.com/embed/sI1zMDA7Pn4
One Fine Day: (1996),117247,"['Michelle Pfeiffer', 'George Clooney', 'Mae Whitman', 'Alex D. Linz', 'Charles Durning', 'Jon Robin Baitz', 'Ellen Greene', 'Joe Grifasi', 'Pete Hamill', 'Anna Maria Horsford', 'Gregory Jbara', 'Sheila Kelley', 'Barry Kivel', 'Robert Klein', 'George Martin', 'Michael Massee', 'Amanda Peet', 'Bitty Schram', 'Holland Taylor', 'Rachel York', 'Marianne Muellerleile', 'Steven Jang', 'Samantha Cintrón', 'Victor Truro', 'Ashley Greenfield', 'Sidney Armus', 'Hal Panchansky', 'Maggie Wagner', 'Isabelle Ashland', 'Jasmin Hartmann', 'Larry Sherman', 'Shaun Duke', 'Thomas Schall', 'Michael Badalucco', 'Jeanie Van Dam', 'Kirstin Allen', 'Michael Genet', 'Julia Ryder Perce', 'P.J. Aliseo', 'Liam Ahern', 'José Rabelo', 'Darla Hill', 'Joe Avellar', 'Jullie Chung', 'Dale Kasman', 'Andrew Magarian', 'Katherine Argo', 'Rob Kelly-Buntzen', 'Brian Cahill', 'Fred Goehner', 'Kuniko Narai', 'Marshall Dancing Elk Lucas', 'Suzan Anbeh', 'Akiko Ashley', 'Carl Burrows', 'Hélène Cardona', 'Deborah Cresswell', 'Christopher Del Gaudio', 'Kurt Gerard', 'Gideon Jacobs', 'Harry Lavin', 'Adrian Lee', 'Philip Petrie', 'Timothy Scott Ralston', 'Bebie Waller']","The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,6.5,"['Comedy', 'Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BZjlkODI1ZDYtOTAwMy00ZTMxLThhMzgtMmE4MzFiNzQyYmRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,American,48440.0,1996.0,['108'],"['English', 'Spanish']",https://www.youtube.com/embed/BJjj_v33mTs
Ferris Bueller's Day Off: (1986),91042,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara', 'Jeffrey Jones', 'Jennifer Grey', 'Cindy Pickett', 'Lyman Ward', 'Edie McClurg', 'Charlie Sheen', 'Ben Stein', 'Del Close', 'Virginia Capers', 'Richard Edson', 'Larry Flash Jenkins', 'Kristy Swanson', 'Lisa Bellard', 'Max Perlich', 'Scott Coffey', 'Eric Saiet', 'Jason Alderman', 'Joey Garfield', 'Kristin Graziano', 'Bridgett Baron', 'Annie Ryan', 'Eric Edidin', 'Brendan Baber', 'Tiffany Chance', 'Jonathan Schmock', 'Tom Spratley', 'Dave Silvestri', 'Deborah Montague', 'Joey D. Vieira', 'Louie Anderson', 'Stephanie Blake', 'Robert McKibbon', 'Paul Manzanero', 'Miranda Whittle', 'Robert Kim', 'Dick Sollenberger', 'Bob Parkinson', 'Richard Rohrbough', 'Edward Le Beau', 'Polly du Pont Noonan', 'DeeDee Rescher', 'Katie Barberi', 'Kevin Bassett', 'Tim Boxell', 'Mike Burnham', 'Harry Caray', 'Joe DeBartolo', 'James Huffman', 'John Hughes', 'Edward A. Klein', 'Vlasta Krsek', 'Nancy Kusley', 'Lockport Township High School Band', 'Larry Lujack', 'Lee Ann Marie', 'Joseph P. McDonnell', 'Robert Minkoff', 'John Richard Petersen', 'John Bernard Ruane', 'Jimmy Star', 'Steve Stone', 'Ryan Talmo', 'Geoff Vanderstock']","A popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Dean, who'll do anything to stop him.",John Hughes,7.8,['Comedy'],https://m.media-amazon.com/images/M/MV5BMDA0NjZhZWUtNmI2NC00MmFjLTgwZDYtYzVjZmNhMDVmOTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,American,385239.0,1986.0,['103'],"['English', 'German']",https://www.youtube.com/embed/D6gABQFR94U
Jigarwala: (1991),102160,"['Anil Kapoor', 'Tina Ambani', 'Urmila Bhatt', 'Shahid Bijnori', 'Biswajeet Chatterjee', 'Gautam', 'Gulshan Grover', 'Hercules', 'Jagdeep', 'Sanjay Jog', 'Jugu', 'Bharat Kapoor', 'Kanan Kaushal', 'Kirti', 'Guddi Maruti', 'Pramod Naidu', 'Yunus Parvez', 'Baby Pinky', 'Amrish Puri', 'K.K. Raj', 'Preeti Sapru', 'Tej Sapru', 'Prithvi Soni', 'Johnny Whisky', 'Rammohan Sharma']","Ranjeet Singh lives in a small village with his wife, Laxmi, and younger brother, Amar. The village Zamindar, Dhurjan Singh, is angered at Ranjeet for speaking out against him and his policies, and threatens him. When Ranjeet goes to lodge a police complaint, he is killed in the police station itself. Dying, he asks his wife not to tell Amar as to who killed him, as Amar will lose his mind in vengeance, which she does. Plainclothes police do apprehend Dhurjan and he is convicted and jailed. When he returns from prison, he finds that his son, Jagga, has been killed, and he sets off for revenge, and the person he is seeking out to kill is none other than Amar, Ranjeet's brother.—rAjOo (gunwanti@hotmail.com)",Swaroop Kumar,3.1,"['Action', 'Drama']",https://m.media-amazon.com/images/M/MV5BY2MxYWUwNWItMGY0ZS00YzEzLTliZTctNmNiYzRkZjhhODI0XkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Hindi,43.0,1991.0,['132'],['Hindi'],https://www.youtube.com/embed/Vz3MahU8IBI
